total_tokens,ep,tp,num_experts,tokens_per_expert,aligned_m,total_m,hidden_size,intermediate_size_per_tp,topk,time_us,tflops,diff,status
524288,1,62,256,126976,126976,32505856,7168,34,8,,,,"ERR: CUDA out of memory. Tried to allocate 434.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.30 GiB is allocated by PyTorch, and 72.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,63,256,129024,129024,33030144,7168,33,8,,,,"ERR: CUDA out of memory. Tried to allocate 441.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.27 GiB is allocated by PyTorch, and 103.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,64,256,131072,131072,33554432,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 448.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.23 GiB is allocated by PyTorch, and 136.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,65,256,133120,133120,34078720,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 455.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.27 GiB is allocated by PyTorch, and 102.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,66,256,135168,135168,34603008,7168,32,8,,,,"ERR: CUDA out of memory. Tried to allocate 462.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.30 GiB is allocated by PyTorch, and 68.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,67,256,137216,137216,35127296,7168,31,8,,,,"ERR: CUDA out of memory. Tried to allocate 469.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.27 GiB is allocated by PyTorch, and 104.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,68,256,139264,139264,35651584,7168,31,8,,,,"ERR: CUDA out of memory. Tried to allocate 476.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.30 GiB is allocated by PyTorch, and 71.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,69,256,141312,141312,36175872,7168,30,8,,,,"ERR: CUDA out of memory. Tried to allocate 483.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.26 GiB is allocated by PyTorch, and 111.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,70,256,143360,143360,36700160,7168,30,8,,,,"ERR: CUDA out of memory. Tried to allocate 490.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.29 GiB is allocated by PyTorch, and 79.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,71,256,145408,145408,37224448,7168,29,8,,,,"ERR: CUDA out of memory. Tried to allocate 497.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.25 GiB is allocated by PyTorch, and 121.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,1,72,256,147456,147456,37748736,7168,29,8,,,,"ERR: CUDA out of memory. Tried to allocate 504.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 181.15 GiB is free. Including non-PyTorch memory, this process has 3.14 GiB memory in use. Of the allocated memory 2.28 GiB is allocated by PyTorch, and 90.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,1,128,4096,4096,524288,7168,2048,8,6238.0,2468,,OK
524288,2,2,128,8192,8192,1048576,7168,1024,8,7083.0,2173,,OK
524288,2,3,128,12288,12288,1572864,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,4,128,16384,16384,2097152,7168,512,8,8641.0,1781,,OK
524288,2,5,128,20480,20480,2621440,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,6,128,24576,24576,3145728,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,7,128,28672,28672,3670016,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,8,128,32768,32768,4194304,7168,256,8,13500.0,1140,,OK
524288,2,9,128,36864,36864,4718592,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,10,128,40960,40960,5242880,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,11,128,45056,45056,5767168,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,12,128,49152,49152,6291456,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,13,128,53248,53248,6815744,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,14,128,57344,57344,7340032,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,15,128,61440,61440,7864320,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,16,128,65536,65536,8388608,7168,128,8,25483.0,604,,OK
524288,2,17,128,69632,69632,8912896,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,18,128,73728,73728,9437184,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,19,128,77824,77824,9961472,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,20,128,81920,81920,10485760,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,21,128,86016,86016,11010048,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,22,128,90112,90112,11534336,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,23,128,94208,94208,12058624,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,2,24,128,98304,98304,12582912,7168,86,8,,,,"ERR: CUDA out of memory. Tried to allocate 6.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 5.14 GiB is free. Including non-PyTorch memory, this process has 179.15 GiB memory in use. Of the allocated memory 176.21 GiB is allocated by PyTorch, and 2.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,25,128,102400,102400,13107200,7168,82,8,,,,"ERR: CUDA out of memory. Tried to allocate 3.12 GiB. GPU 0 has a total capacity of 184.31 GiB of which 1.02 GiB is free. Including non-PyTorch memory, this process has 183.28 GiB memory in use. Of the allocated memory 180.32 GiB is allocated by PyTorch, and 2.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,26,128,106496,106496,13631488,7168,79,8,,,,"ERR: CUDA out of memory. Tried to allocate 182.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.19 GiB is allocated by PyTorch, and 2.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,27,128,110592,110592,14155776,7168,76,8,,,,"ERR: CUDA out of memory. Tried to allocate 189.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.19 GiB is allocated by PyTorch, and 2.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,28,128,114688,114688,14680064,7168,74,8,,,,"ERR: CUDA out of memory. Tried to allocate 196.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.20 GiB is allocated by PyTorch, and 2.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,29,128,118784,118784,15204352,7168,71,8,,,,"ERR: CUDA out of memory. Tried to allocate 203.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.19 GiB is allocated by PyTorch, and 2.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,30,128,122880,122880,15728640,7168,69,8,,,,"ERR: CUDA out of memory. Tried to allocate 210.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.20 GiB is allocated by PyTorch, and 2.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,31,128,126976,126976,16252928,7168,67,8,,,,"ERR: CUDA out of memory. Tried to allocate 217.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.20 GiB is allocated by PyTorch, and 2.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,32,128,131072,131072,16777216,7168,64,8,,,,"ERR: CUDA out of memory. Tried to allocate 224.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.17 GiB is allocated by PyTorch, and 2.20 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,33,128,135168,135168,17301504,7168,63,8,,,,"ERR: CUDA out of memory. Tried to allocate 231.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.20 GiB is allocated by PyTorch, and 2.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,34,128,139264,139264,17825792,7168,61,8,,,,"ERR: CUDA out of memory. Tried to allocate 238.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.20 GiB is allocated by PyTorch, and 2.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,35,128,143360,143360,18350080,7168,59,8,,,,"ERR: CUDA out of memory. Tried to allocate 245.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.19 GiB is allocated by PyTorch, and 2.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,2,36,128,147456,147456,18874368,7168,57,8,,,,"ERR: CUDA out of memory. Tried to allocate 252.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 179.14 GiB is free. Including non-PyTorch memory, this process has 5.15 GiB memory in use. Of the allocated memory 2.17 GiB is allocated by PyTorch, and 2.20 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
524288,3,1,86,6097,6144,528384,7168,2048,8,6212.0,2497,,OK
524288,3,2,86,12193,12288,1056768,7168,1024,8,7025.0,2208,,OK
524288,3,3,86,18290,18304,1574144,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,4,86,24386,24448,2102528,7168,512,8,9065.0,1702,,OK
524288,3,5,86,30482,30592,2630912,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,6,86,36579,36608,3148288,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,7,86,42675,42752,3676672,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,8,86,48771,48896,4205056,7168,256,8,13636.0,1132,,OK
524288,3,9,86,54868,54912,4722432,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,10,86,60964,61056,5250816,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,11,86,67061,67072,5768192,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,12,86,73157,73216,6296576,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,13,86,79253,79360,6824960,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,14,86,85350,85376,7342336,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,15,86,91446,91520,7870720,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,16,86,97542,97664,8399104,7168,128,8,25639.0,601,,OK
524288,3,17,86,103639,103680,8916480,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,18,86,109735,109824,9444864,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,19,86,115832,115840,9962240,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,20,86,121928,121984,10490624,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,21,86,128024,128128,11019008,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,22,86,134121,134144,11536384,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,23,86,140217,140288,12064768,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,3,24,86,146313,146432,12593152,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,1,64,8192,8192,524288,7168,2048,8,6198.0,2484,,OK
524288,4,2,64,16384,16384,1048576,7168,1024,8,7037.0,2187,,OK
524288,4,3,64,24576,24576,1572864,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,4,64,32768,32768,2097152,7168,512,8,8959.0,1718,,OK
524288,4,5,64,40960,40960,2621440,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,6,64,49152,49152,3145728,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,7,64,57344,57344,3670016,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,8,64,65536,65536,4194304,7168,256,8,13529.0,1138,,OK
524288,4,9,64,73728,73728,4718592,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,10,64,81920,81920,5242880,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,11,64,90112,90112,5767168,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,12,64,98304,98304,6291456,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,13,64,106496,106496,6815744,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,14,64,114688,114688,7340032,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,15,64,122880,122880,7864320,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,16,64,131072,131072,8388608,7168,128,8,25252.0,610,,OK
524288,4,17,64,139264,139264,8912896,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,4,18,64,147456,147456,9437184,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,5,1,52,10083,10112,525824,7168,2048,8,6259.0,2467,,OK
524288,5,2,52,20165,20224,1051648,7168,1024,8,7021.0,2199,,OK
524288,5,3,52,30248,30336,1577472,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,5,4,52,40330,40448,2103296,7168,512,8,8931.0,1729,,OK
524288,5,5,52,50413,50432,2622464,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,5,6,52,60495,60544,3148288,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,5,7,52,70578,70656,3674112,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
524288,5,8,52,80660,80768,4199936,7168,256,8,13481.0,1143,,OK
524288,5,9,52,90743,90752,4719104,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
