total_tokens,ep,tp,num_experts,tokens_per_expert,max_m,total_valid_m,hidden_size,intermediate_size_per_tp,topk,time_us,tflops,diff,status
2000,8,9,32,563,640,18016,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,9,1,29,69,128,2001,7168,2048,8,84.3,697,0.000722,OK
2000,9,2,29,138,256,4002,7168,1024,8,64.2,915,0.000717,OK
2000,9,3,29,207,256,6003,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,9,4,29,276,384,8004,7168,512,8,54.3,1083,0.000717,OK
2000,9,5,29,345,384,10005,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,9,6,29,414,512,12006,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,9,7,29,483,512,14007,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,9,8,29,552,640,16008,7168,256,8,64.6,909,0.000717,OK
2000,10,1,26,77,128,2002,7168,2048,8,77.0,763,0.000718,OK
2000,10,2,26,154,256,4004,7168,1024,8,58.0,1013,0.000720,OK
2000,10,3,26,231,256,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,10,4,26,308,384,8008,7168,512,8,48.7,1207,0.000718,OK
2000,10,5,26,385,512,10010,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,10,6,26,462,512,12012,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,10,7,26,539,640,14014,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,11,1,24,84,128,2016,7168,2048,8,71.4,829,0.000718,OK
2000,11,2,24,167,256,4008,7168,1024,8,56.3,1046,0.000717,OK
2000,11,3,24,250,256,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,11,4,24,334,384,8016,7168,512,8,45.9,1282,0.000717,OK
2000,11,5,24,417,512,10008,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,11,6,24,500,512,12000,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,12,1,22,91,128,2002,7168,2048,8,66.6,883,0.000716,OK
2000,12,2,22,182,256,4004,7168,1024,8,50.3,1169,0.000717,OK
2000,12,3,22,273,384,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,12,4,22,364,384,8008,7168,512,8,40.6,1446,0.000717,OK
2000,12,5,22,455,512,10010,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,12,6,22,546,640,12012,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,13,1,20,100,128,2000,7168,2048,8,60.8,966,0.000719,OK
2000,13,2,20,200,256,4000,7168,1024,8,46.1,1273,0.000716,OK
2000,13,3,20,300,384,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,13,4,20,400,512,8000,7168,512,8,46.9,1251,0.000716,OK
2000,13,5,20,500,512,10000,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,14,1,19,106,128,2014,7168,2048,8,58.4,1012,0.000718,OK
2000,14,2,19,211,256,4009,7168,1024,8,44.2,1330,0.000717,OK
2000,14,3,19,316,384,6004,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,14,4,19,422,512,8018,7168,512,8,45.3,1299,0.000716,OK
2000,14,5,19,527,640,10013,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,15,1,18,112,128,2016,7168,2048,8,55.6,1065,0.000716,OK
2000,15,2,18,223,256,4014,7168,1024,8,43.0,1371,0.000716,OK
2000,15,3,18,334,384,6012,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,15,4,18,445,512,8010,7168,512,8,44.2,1329,0.000718,OK
2000,16,1,16,125,128,2000,7168,2048,8,49.9,1176,0.000717,OK
2000,16,2,16,250,256,4000,7168,1024,8,38.1,1543,0.000717,OK
2000,16,3,16,375,384,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,16,4,16,500,512,8000,7168,512,8,38.9,1511,0.000715,OK
2000,17,1,16,125,128,2000,7168,2048,8,50.1,1172,0.000718,OK
2000,17,2,16,250,256,4000,7168,1024,8,37.9,1548,0.000718,OK
2000,17,3,16,375,384,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,17,4,16,500,512,8000,7168,512,8,38.6,1522,0.000716,OK
2000,18,1,15,134,256,2010,7168,2048,8,64.4,917,0.000716,OK
2000,18,2,15,267,384,4005,7168,1024,8,48.4,1214,0.000715,OK
2000,18,3,15,400,512,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,18,4,15,534,640,8010,7168,512,8,44.3,1328,0.000717,OK
2000,19,1,14,143,256,2002,7168,2048,8,58.6,1003,0.000717,OK
2000,19,2,14,286,384,4004,7168,1024,8,45.1,1304,0.000715,OK
2000,19,3,14,429,512,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,20,1,13,154,256,2002,7168,2048,8,55.8,1054,0.000718,OK
2000,20,2,13,308,384,4004,7168,1024,8,42.9,1370,0.000717,OK
2000,20,3,13,462,512,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,21,1,13,154,256,2002,7168,2048,8,55.9,1052,0.000718,OK
2000,21,2,13,308,384,4004,7168,1024,8,42.7,1375,0.000714,OK
2000,21,3,13,462,512,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,22,1,12,167,256,2004,7168,2048,8,54.2,1085,0.000716,OK
2000,22,2,12,334,384,4008,7168,1024,8,40.3,1459,0.000715,OK
2000,22,3,12,500,512,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,23,1,12,167,256,2004,7168,2048,8,54.2,1085,0.000719,OK
2000,23,2,12,334,384,4008,7168,1024,8,40.3,1461,0.000716,OK
2000,23,3,12,500,512,6000,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,24,1,11,182,256,2002,7168,2048,8,47.9,1227,0.000717,OK
2000,24,2,11,364,384,4004,7168,1024,8,35.8,1644,0.000717,OK
2000,24,3,11,546,640,6006,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2000,25,1,11,182,256,2002,7168,2048,8,48.4,1215,0.000718,OK
2000,25,2,11,364,384,4004,7168,1024,8,35.7,1648,0.000716,OK
2000,26,1,10,200,256,2000,7168,2048,8,46.4,1265,0.000714,OK
2000,26,2,10,400,512,4000,7168,1024,8,41.3,1422,0.000717,OK
2000,27,1,10,200,256,2000,7168,2048,8,46.6,1259,0.000717,OK
2000,27,2,10,400,512,4000,7168,1024,8,41.2,1426,0.000716,OK
2000,28,1,10,200,256,2000,7168,2048,8,46.6,1259,0.000716,OK
2000,28,2,10,400,512,4000,7168,1024,8,41.3,1423,0.000715,OK
2000,29,1,9,223,256,2007,7168,2048,8,41.4,1422,0.000717,OK
2000,29,2,9,445,512,4005,7168,1024,8,38.0,1549,0.000715,OK
2000,30,1,9,223,256,2007,7168,2048,8,41.4,1423,0.000717,OK
2000,30,2,9,445,512,4005,7168,1024,8,38.2,1539,0.000717,OK
2000,31,1,9,223,256,2007,7168,2048,8,41.4,1424,0.000717,OK
2000,31,2,9,445,512,4005,7168,1024,8,38.1,1544,0.000715,OK
2000,32,1,8,250,256,2000,7168,2048,8,38.7,1518,0.000714,OK
2000,32,2,8,500,512,4000,7168,1024,8,33.8,1736,0.000715,OK
2000,33,1,8,250,256,2000,7168,2048,8,38.8,1515,0.000716,OK
2000,33,2,8,500,512,4000,7168,1024,8,33.7,1742,0.000714,OK
2000,34,1,8,250,256,2000,7168,2048,8,38.7,1519,0.000716,OK
2000,34,2,8,500,512,4000,7168,1024,8,33.8,1736,0.000716,OK
2000,35,1,8,250,256,2000,7168,2048,8,38.6,1521,0.000715,OK
2000,35,2,8,500,512,4000,7168,1024,8,33.8,1738,0.000714,OK
2000,36,1,8,250,256,2000,7168,2048,8,38.8,1515,0.000715,OK
2000,36,2,8,500,512,4000,7168,1024,8,33.7,1742,0.000715,OK
2000,37,1,7,286,384,2002,7168,2048,8,44.7,1315,0.000716,OK
2000,38,1,7,286,384,2002,7168,2048,8,44.9,1310,0.000716,OK
2000,39,1,7,286,384,2002,7168,2048,8,44.8,1311,0.000715,OK
2000,40,1,7,286,384,2002,7168,2048,8,44.7,1314,0.000715,OK
2000,41,1,7,286,384,2002,7168,2048,8,44.6,1317,0.000716,OK
2000,42,1,7,286,384,2002,7168,2048,8,44.5,1319,0.000715,OK
2000,43,1,6,334,384,2004,7168,2048,8,37.6,1564,0.000714,OK
2000,44,1,6,334,384,2004,7168,2048,8,37.8,1557,0.000715,OK
2000,45,1,6,334,384,2004,7168,2048,8,37.8,1556,0.000715,OK
2000,46,1,6,334,384,2004,7168,2048,8,37.8,1558,0.000715,OK
2000,47,1,6,334,384,2004,7168,2048,8,37.7,1560,0.000715,OK
2000,48,1,6,334,384,2004,7168,2048,8,37.8,1558,0.000715,OK
2000,49,1,6,334,384,2004,7168,2048,8,37.9,1552,0.000714,OK
2000,50,1,6,334,384,2004,7168,2048,8,37.8,1557,0.000716,OK
2000,51,1,6,334,384,2004,7168,2048,8,37.9,1553,0.000716,OK
2000,52,1,5,400,512,2000,7168,2048,8,41.0,1431,0.000714,OK
2000,53,1,5,400,512,2000,7168,2048,8,41.1,1429,0.000714,OK
2000,54,1,5,400,512,2000,7168,2048,8,41.2,1426,0.000715,OK
2000,55,1,5,400,512,2000,7168,2048,8,40.8,1440,0.000715,OK
2000,56,1,5,400,512,2000,7168,2048,8,41.0,1434,0.000717,OK
2000,57,1,5,400,512,2000,7168,2048,8,40.8,1438,0.000715,OK
2000,58,1,5,400,512,2000,7168,2048,8,41.1,1429,0.000715,OK
2000,59,1,5,400,512,2000,7168,2048,8,40.8,1438,0.000715,OK
2000,60,1,5,400,512,2000,7168,2048,8,41.1,1427,0.000715,OK
2000,61,1,5,400,512,2000,7168,2048,8,40.9,1436,0.000714,OK
2000,62,1,5,400,512,2000,7168,2048,8,41.0,1432,0.000715,OK
2000,63,1,5,400,512,2000,7168,2048,8,41.0,1434,0.000714,OK
2000,64,1,4,500,512,2000,7168,2048,8,33.7,1744,0.000716,OK
2000,65,1,4,500,512,2000,7168,2048,8,33.8,1735,0.000713,OK
2000,66,1,4,500,512,2000,7168,2048,8,33.8,1737,0.000715,OK
2000,67,1,4,500,512,2000,7168,2048,8,33.9,1731,0.000715,OK
2000,68,1,4,500,512,2000,7168,2048,8,33.9,1733,0.000716,OK
2000,69,1,4,500,512,2000,7168,2048,8,33.9,1732,0.000715,OK
2000,70,1,4,500,512,2000,7168,2048,8,34.5,1701,0.000714,OK
2000,71,1,4,500,512,2000,7168,2048,8,34.0,1728,0.000715,OK
2000,72,1,4,500,512,2000,7168,2048,8,34.0,1725,0.000715,OK
2048,1,1,256,8,128,2048,7168,2048,8,610.1,99,0.000732,OK
2048,1,2,256,16,128,4096,7168,1024,8,346.0,174,0.000733,OK
2048,1,3,256,24,128,6144,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,4,256,32,128,8192,7168,512,8,229.5,262,0.000729,OK
2048,1,5,256,40,128,10240,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,6,256,48,128,12288,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,7,256,56,128,14336,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,8,256,64,128,16384,7168,256,8,153.6,391,0.000734,OK
2048,1,9,256,72,128,18432,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,10,256,80,128,20480,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,11,256,88,128,22528,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,12,256,96,128,24576,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,13,256,104,128,26624,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,14,256,112,128,28672,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,15,256,120,128,30720,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,16,256,128,128,32768,7168,128,8,122.4,491,0.000727,OK
2048,1,17,256,136,256,34816,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,18,256,144,256,36864,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,19,256,152,256,38912,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,20,256,160,256,40960,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,21,256,168,256,43008,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,22,256,176,256,45056,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,23,256,184,256,47104,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,24,256,192,256,49152,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,25,256,200,256,51200,7168,82,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,26,256,208,256,53248,7168,79,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,27,256,216,256,55296,7168,76,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,28,256,224,256,57344,7168,74,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,29,256,232,256,59392,7168,71,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,30,256,240,256,61440,7168,69,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,31,256,248,256,63488,7168,67,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,32,256,256,256,65536,7168,64,8,205.4,293,0.000729,OK
2048,1,33,256,264,384,67584,7168,63,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,34,256,272,384,69632,7168,61,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,35,256,280,384,71680,7168,59,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,36,256,288,384,73728,7168,57,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,37,256,296,384,75776,7168,56,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,38,256,304,384,77824,7168,54,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,39,256,312,384,79872,7168,53,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,40,256,320,384,81920,7168,52,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,41,256,328,384,83968,7168,50,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,42,256,336,384,86016,7168,49,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,43,256,344,384,88064,7168,48,8,326.7,185,0.000727,OK
2048,1,44,256,352,384,90112,7168,47,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,45,256,360,384,92160,7168,46,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,46,256,368,384,94208,7168,45,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,47,256,376,384,96256,7168,44,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,48,256,384,384,98304,7168,43,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,49,256,392,512,100352,7168,42,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,50,256,400,512,102400,7168,41,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,51,256,408,512,104448,7168,41,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,52,256,416,512,106496,7168,40,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,53,256,424,512,108544,7168,39,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,54,256,432,512,110592,7168,38,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,55,256,440,512,112640,7168,38,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,56,256,448,512,114688,7168,37,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,57,256,456,512,116736,7168,36,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,58,256,464,512,118784,7168,36,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,59,256,472,512,120832,7168,35,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2048,1,60,256,480,512,122880,7168,35,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
